S1_control	S2_control	S3_control	S4_treated	S5_treated	S6_treated
Gene_282	47.6320495004853	143.164407492898	98.9351776358944	95.4330502925113	83.8137614921577	106.464622826571
Gene_283	43.6627120421116	51.130145533178	37.3530772706948	25.5799928619103	41.9068807460788	23.5541200943741
Gene_284	144.880817230643	70.5596008357856	112.059231812085	45.2569104479951	97.1477690022737	130.96090772472
Gene_285	63.5093993339805	72.6048066571127	53.505759333698	42.3053728100823	46.669026285406	67.8358658717973
Gene_286	385.025733462257	560.386395043631	519.914453902915	635.564438030539	313.349176487726	420.205502483633
Gene_287	395.941411472784	481.645970922537	356.368548015007	258.751466257015	402.877512627076	229.888212121091
Gene_288	95.2640990009707	238.266478184609	250.366571976549	191.849946464327	384.781359577633	102.695963611471
Gene_289	62.517064969387	131.915775475599	71.6775266545766	145.609190137028	70.4797539820417	67.8358658717973
Gene_290	33.7393683961771	81.8082328530848	50.4771314468849	72.8045950685138	42.8593098539443	109.291117237896
Gene_291	49.6167182296722	109.418511441001	132.250084390838	155.44764893007	112.386634728121	70.6623602831222
Gene_292	175.64318253304	493.917205850499	422.998361524896	414.199115187085	380.971643146171	281.707276328714
Gene_293	42.6703776775181	56.2431600864958	39.3721625285702	44.2730645686908	32.3825896674246	43.3395809736483
Gene_294	256.022266065109	299.622652824423	238.252060429297	249.896853343277	274.299583065243	272.285628290964
Gene_295	127.018798667961	80.7856299424212	87.8302087175798	85.5945914994689	117.148780267448	144.151214977569
Gene_296	66.4864024277608	93.056864870384	117.106944956773	88.5461291373816	79.0516159528305	90.4478211623965
Gene_297	146.86548595983	222.927434524656	154.460022227468	113.142276119988	150.483799042738	117.77060047187
Gene_298	94.2717646363773	46.0171309798602	115.087859698898	92.4815126545986	93.338052570812	70.6623602831222
Gene_299	120.072458115807	220.882228703329	65.6202708809504	270.557616808666	415.259091029327	231.772541728641
Gene_300	65.4940680631673	64.4239833718043	79.7538676860782	57.063060999646	52.3836009325985	30.1492737207988
Gene_301	129.003467397148	140.096598760908	146.383681195966	114.126121999292	76.1943286292342	86.6791619472966
Gene_302	158.773498334951	343.594577982956	360.406718530758	122.98073491303	212.39169105399	143.209050173794
Gene_303	132.972804855522	122.712349279627	236.232975171421	129.86765606816	220.963553024779	247.789343392815
Gene_304	350.294030701486	247.469904380581	174.650874806222	170.205337119634	273.347153957378	248.73150819659
Gene_305	99.2334364593445	110.441114351664	79.7538676860782	90.5138208959901	78.0991868449651	143.209050173794
Gene_306	155.796495241171	375.295268213526	196.860812642851	359.103745946048	155.245944582065	148.862038996444
Gene_307	19.8466872918689	70.5596008357856	34.3244493838817	42.3053728100823	22.8582985887703	18.8432960754993
Gene_308	139.919145407676	85.898644495739	66.6298135098881	152.496111292157	112.386634728121	211.987080849367
Gene_309	278.845956450758	194.294553026076	171.622246919409	558.824459444809	611.459487249605	272.285628290964
Gene_310	19.8466872918689	49.0849397118509	42.4007904153833	24.596146982606	33.33501877529	16.9589664679493
Gene_311	78.3944148028821	81.8082328530848	119.126030214648	80.6753621029477	102.862343649466	99.8694692001461
Gene_312	224.267566398119	213.724008328684	183.736758466661	106.255354964858	178.104243170835	125.30791890207
Gene_313	390.979739649817	386.543900230826	281.662393473618	427.972957497345	463.832975530463	328.815516517462
Gene_314	65.4940680631673	185.091126830104	78.7443250571405	88.5461291373816	83.8137614921577	56.5298882264978
Gene_315	200.451541647876	419.26719337206	215.03257996373	302.040684946402	371.447352067517	247.789343392815
Gene_316	766.082129466139	364.046636196227	512.847655500351	413.215269307781	371.447352067517	704.739273223672
Gene_317	261.976272252669	245.424698559254	192.8226421271	486.019864376295	680.034383015916	692.491130774598
Gene_318	211.367219658404	115.554128904982	194.841727384976	142.657652499115	120.958496698909	154.515027819094
Gene_319	257.014600429702	205.543185043376	219.070750479481	187.91456294711	241.916993397819	236.483365747516
Gene_320	144.880817230643	181.00071518745	92.8779218622682	90.5138208959901	115.243922051717	46.1660753849732
Gene_321	136.942142313895	167.706877348824	376.559400593761	164.302261843808	139.054649748352	168.647499875718
Gene_322	163.735170157918	51.130145533178	194.841727384976	162.3345700852	119.053638483179	206.334092026717
Gene_323	217.321225845964	259.741139308544	216.042122592667	148.56072777494	139.054649748352	149.804203800219
Gene_324	70.4557398861346	223.95003743532	109.030603925271	156.431494809374	130.482787777564	150.746368603994
Gene_325	250.068259877548	250.537713112572	175.66041743516	216.446093446933	130.482787777564	167.705335071943
Gene_326	93.2794302717838	114.531525994319	72.6870692835143	65.9176739133841	117.148780267448	83.8526675359717
Gene_327	206.405547835436	284.28360916447	379.588028480575	331.556061325529	233.34513142703	287.360265151364
Gene_328	185.566526178974	198.384964668731	156.479107485343	287.282996756838	244.774280721415	258.15315623434
Gene_329	8.931009281341	20.4520582132712	23.2194804655671	16.7253799481721	27.6204441280974	19.7854608792742
Gene_330	85.3407553550363	52.1527484438416	30.286278868131	62.9661362754714	211.439261946125	126.250083705845
Gene_331	152.81949214739	225.995243256647	120.135572843586	201.688405257369	124.768213130371	167.705335071943
Gene_332	539.829894338834	549.137763026332	414.922020493394	549.96984653107	273.347153957378	570.951871087628
Gene_333	238.160247502427	205.543185043376	175.66041743516	243.009932188147	349.541482586612	218.582234475791
Gene_334	18.8543529272754	11.2486320172992	9.08588366043928	9.8384587930424	16.1912948337123	7.5373184301997
Gene_335	33.7393683961771	27.6102785879161	63.601185623075	38.3699892928654	46.669026285406	47.1082401887481
Gene_336	353.271033795266	324.165122680348	384.635741625263	338.442982480659	485.738845011368	286.418100347589
Gene_337	245.106588054581	473.465147637228	272.576509813179	291.218380274055	228.582985887703	180.895642324793
Gene_338	407.849423847906	946.930295274456	1087.2774113659	1212.09812330282	1752.46955847239	1531.95997093809
Gene_339	153.811826511984	120.6671434583	118.116487585711	71.8207491892096	189.53339246522	68.7780306755723
Gene_340	77.4020804382887	126.802760922281	76.7252397992651	43.2892186893866	60.003033795522	75.373184301997
Gene_341	181.5971887206	193.271950115413	180.708130579848	173.156874757546	151.436228150603	175.242653502143
Gene_342	109.156780105279	73.6274095677763	101.963805522708	64.9338280340799	76.1943286292342	102.695963611471
Gene_343	294.723306284253	385.521297320162	373.530772706948	264.654541532841	354.303628125939	125.30791890207
Gene_344	90.3024271780035	89.9890561383933	93.887464491206	87.5622832580774	47.6214553932714	132.84523733227
Gene_345	142.896148501456	191.226744294086	134.269169648714	256.783774498407	255.251000907935	205.391927222942
Gene_346	80.379083532069	117.599334726309	102.973348151645	101.336125568337	45.7165971775405	71.6045250868972
Gene_347	223.275232033525	161.571259884842	179.69858795091	349.265287153005	207.629545514663	144.151214977569
Gene_348	83.3560866258494	54.1979542651687	45.4294183021964	38.3699892928654	66.67003755058	58.4142178340477
Gene_349	263.960940981856	185.091126830104	279.643308215742	262.686849774232	151.436228150603	162.994511053069
Gene_350	582.500272016352	661.624083199323	345.263579096693	697.546728426707	556.21859899341	403.246536015684
Gene_351	14.8850154689017	24.5424698559254	34.3244493838817	12.7899964309551	20.001011265174	19.7854608792742
Gene_352	493.190179202942	429.493222478695	590.582437928554	501.761398445163	353.351199018074	423.031996894958
Gene_353	176.635516897633	215.769214150011	367.473516933322	143.641498378419	146.674082611276	251.558002607915
Gene_354	73.4327429799149	26.5876756772526	69.6584413967012	47.2246022066035	86.671048815754	60.2985474415976
Gene_355	208.390216564623	132.938378386263	137.297797535527	179.059950033372	147.626511719141	257.210991430565
Gene_356	248.083591148361	400.860340980115	192.8226421271	427.972957497345	243.82185161355	293.013253974013
Gene_357	48.6243838650788	100.215085245029	84.8015808307667	60.0145986375587	61.9078920112528	111.175446845446
Gene_358	408.841758212499	174.865097723469	312.958214970686	192.833792343631	223.820840348376	283.591605936264
Gene_359	739.289101622116	365.069239106891	564.334329576173	788.060549322697	757.181140753015	521.017136487555
Gene_360	98.241102094751	152.36783368887	175.66041743516	80.6753621029477	105.719630973063	65.9515362642474
Gene_361	65.4940680631673	87.9438503170662	85.8111234597043	29.5153763791272	59.0506046876565	111.175446845446
Gene_362	139.919145407676	170.774686080814	247.337944089736	214.478401688324	164.770235660719	166.763170268168
Gene_363	152.81949214739	356.888415821582	329.11089703369	93.4653585339028	178.104243170835	87.6213267510716
Gene_364	331.439677774211	240.311684005937	253.395199863362	468.310638548818	190.485821573086	338.237164555212
Gene_365	112.133783199059	99.1924823343653	193.832184756038	169.221491240329	143.81679528768	160.168016641744
Gene_366	109.156780105279	87.9438503170662	135.278712277652	70.8369033099053	174.294526739373	117.77060047187
Gene_367	105.187442646905	51.130145533178	92.8779218622682	150.528419533549	185.723676033758	39.5709217585484
Gene_368	22.8236903856492	19.4294553026076	36.3435346417571	45.2569104479951	74.2894704135034	57.4720530302727
Gene_369	46.6397151358919	49.0849397118509	23.2194804655671	82.6430538615562	84.7661906000231	82.9105027321967
Gene_370	57.5553931464198	55.2205571758322	110.040146554209	34.4346057756484	43.8117389618097	52.7612290113979
Gene_371	174.650848168446	89.9890561383933	162.536363258969	135.770731343985	291.443307006821	159.225851837969
Gene_372	94.2717646363773	25.565072766589	39.3721625285702	31.4830681377357	20.001011265174	30.1492737207988
Gene_373	182.589523085194	267.921962593853	183.736758466661	239.07454867093	145.72165350341	144.151214977569
Gene_374	380.064061639289	664.691891931314	703.651212369576	439.779108048996	500.977710737215	670.821340287774
Gene_375	360.21737434742	466.306927262583	615.821003651996	378.780663532133	381.924072254037	294.897583581563
Gene_376	139.919145407676	133.960981296926	81.7729529439536	136.754577223289	52.3836009325985	108.348952434121
Gene_377	1240.41795574181	1053.28099798347	378.578485851637	738.868255357485	535.265158620371	567.183211872528
Gene_378	155.796495241171	109.418511441001	196.860812642851	263.670695653536	140.007078856218	163.936675856844
Gene_379	147.857820324423	290.419226628451	178.689045321973	297.121455549881	125.720642238237	181.837807128568
Gene_380	154.804160876577	156.458245331525	165.564991145783	121.996889033726	101.909914541601	139.440390958695
Gene_381	214.344222752184	261.786345129871	129.221456504025	293.186072032664	166.67509387645	202.565432811617
Gene_382	115.11078629284	79.7630270317577	42.4007904153833	151.512265412853	126.673071346102	107.406787630346
Gene_383	63.5093993339805	124.757555100954	175.66041743516	77.723824465035	59.0506046876565	130.018742920945
Gene_384	446.55046406705	419.26719337206	152.440936969592	296.137609670576	340.969620615823	412.668184053434
Gene_385	470.366488817293	310.871284841722	246.328401460798	478.149097341861	466.69026285406	329.757681321237
Gene_386	22.8236903856492	12.2712349279627	9.08588366043928	18.6930717067806	16.1912948337123	23.5541200943741
Gene_387	40.6857089483312	24.5424698559254	40.3817051575079	27.5476846205187	74.2894704135034	37.6865921509985
Gene_388	80.379083532069	59.3109688184865	100.95426289377	64.9338280340799	83.8137614921577	44.2817457774233
Gene_389	503.113522848876	400.860340980115	281.662393473618	244.977623946756	379.06678493044	339.179329358987
Gene_390	328.46267468043	354.843210000255	464.389609311341	256.783774498407	402.877512627076	325.046857302362
Gene_391	239.15258186702	245.424698559254	402.807508946142	168.237645361025	349.541482586612	228.003882513541
Gene_392	62.517064969387	62.3787775504772	97.9256350069567	49.192293965212	74.2894704135034	71.6045250868972
Gene_393	165.719838887105	95.1020706917111	69.6584413967012	80.6753621029477	102.862343649466	122.481424490745
Gene_394	283.807628273725	266.899359683189	222.099378366294	681.805194357839	506.692285384408	484.272709140331
Gene_395	112.133783199059	182.023318098114	141.335968051278	111.174584361379	167.627522984315	109.291117237896
Gene_396	77.4020804382887	209.63359668603	145.374138567029	97.4007420511198	76.1943286292342	127.19224850962
Gene_397	159.765832699545	111.463717262328	25.2385657234425	73.788440947818	73.337041305638	107.406787630346
Gene_398	404.872420754125	304.735667377741	306.90095919706	280.396075601709	181.913959602297	327.873351713687
Gene_399	107.172111376092	114.531525994319	203.927611045415	151.512265412853	119.053638483179	361.791284649586
Gene_400	51.6013869588591	58.2883659078229	108.021061296334	146.593036016332	122.86335491464	138.49822615492
Gene_401	257.014600429702	278.147991700488	214.023037334792	255.799928619103	171.437239415777	97.9851395925962
Gene_402	79.3867491674756	39.8815135158788	68.6488987677635	45.2569104479951	44.7641680696751	51.819064207623
Gene_403	113.126117563653	105.328099798347	144.364595938091	74.7722868271223	99.0526272180045	48.9925697962981
Gene_404	445.558129702457	282.238403343143	361.416261159696	410.263731669868	369.542493851786	409.841689642109
Gene_405	40.6857089483312	32.7232931412339	23.2194804655671	31.4830681377357	40.9544516382134	43.3395809736483
Gene_406	304.646649930188	96.1246736023746	347.282664354568	263.670695653536	151.436228150603	176.184818305918
Gene_407	12.9003467397148	9.20342619597204	10.095426289377	13.7738423102594	13.334007510116	23.5541200943741
Gene_408	202.436210377063	525.61789608107	445.208299361525	406.328348152651	597.173050631623	494.636521981856
Gene_409	68.4710711569477	92.0342619597204	68.6488987677635	58.0469068789502	206.677116406798	85.7369971435216
Gene_410	324.493337222056	253.605521844563	286.710106618306	165.286107723112	359.065773665266	196.912443988967
Gene_411	169.689176345479	128.847966743609	140.32642542234	735.916717719572	281.919015928167	380.634580725085
Gene_412	252.052928606735	101.237688155692	151.431394340655	216.446093446933	180.961530494431	123.42358929452
Gene_413	136.942142313895	302.690461556414	243.299773573985	287.282996756838	147.626511719141	226.119552905991
Gene_414	39.6933745837378	34.768498962561	32.3053641260063	22.6284552239975	41.9068807460788	25.438449701924
Gene_415	101.218105188531	125.780158011618	199.889440529664	142.657652499115	189.53339246522	162.994511053069
Gene_416	160.758167064138	70.5596008357856	102.973348151645	80.6753621029477	135.244933316891	82.9105027321967
Gene_417	88.3177584488166	75.6726153891034	62.5916429941373	90.5138208959901	200.01011265174	97.0429747888212
Gene_418	72.4404086153215	114.531525994319	78.7443250571405	64.9338280340799	129.530358669698	58.4142178340477
Gene_419	217.321225845964	189.181538472759	131.240541761901	189.882254705718	105.719630973063	142.266885370019
Gene_420	36.7163714899575	54.1979542651687	71.6775266545766	40.3376810514739	83.8137614921577	55.5877234227228
Gene_421	475.32816064026	214.746611239348	370.502144820135	375.82912589422	211.439261946125	286.418100347589
Gene_422	165.719838887105	393.702120605471	321.034556002188	448.633720962734	366.68520652819	638.787736959425
Gene_423	145.873151595236	184.068523919441	225.128006253107	179.059950033372	201.914970867471	272.285628290964
Gene_424	507.08286030725	227.01784616731	301.853246052372	288.266842636142	498.120423413619	336.352834947662
Gene_425	32.7470340315837	19.4294553026076	20.190852578754	13.7738423102594	35.2398769910208	28.2649441132489
Gene_426	34.7317027607706	46.0171309798602	62.5916429941373	45.2569104479951	27.6204441280974	43.3395809736483
Gene_427	376.094724180916	186.113729740768	307.910501825998	215.462247567629	259.060717339396	125.30791890207
Gene_428	54.5783900526395	101.237688155692	116.097402327835	100.352279689033	42.8593098539443	73.4888546944471
Gene_429	73.4327429799149	94.0794677810475	123.164200730399	82.6430538615562	98.1001981101391	105.522458022796
Gene_430	31.7546996669902	65.4465862824678	76.7252397992651	53.127677482429	46.669026285406	48.9925697962981
Gene_431	114.118451928246	49.0849397118509	53.505759333698	40.3376810514739	24.7631568045011	56.5298882264978
Gene_432	322.50866849287	296.554844092432	450.256012506213	429.940649255953	215.248978377587	276.996452309839
Gene_433	241.137250596207	151.345230778207	275.605137699992	238.090702791626	193.343108896682	128.134413313395
Gene_434	241.137250596207	264.854153861862	185.755843724536	137.738423102594	99.0526272180045	160.168016641744
Gene_435	84.3484209904428	68.5143950144585	97.9256350069567	95.4330502925113	87.6234779236194	149.804203800219
Gene_436	150.834823418204	211.678802507357	155.469564856406	223.333014602063	233.34513142703	214.813575260692
Gene_437	315.562327940715	500.052823314481	421.988818895958	257.767620377711	307.634601840533	264.748309860765
Gene_438	83.3560866258494	207.588390864703	180.708130579848	60.9984445168629	90.4807652472157	64.0672066566975
Gene_439	97.2487677301576	123.734952190291	208.975324190104	246.945315705364	325.730754889976	472.024566691256
Gene_440	385.025733462257	261.786345129871	595.630151073242	934.653585339028	547.646737022621	592.621661574452
Gene_441	279.838290815351	141.119201671571	293.77690502087	654.25750973732	199.057683543874	272.285628290964
Gene_442	125.034129938774	152.36783368887	106.001976038458	171.189182998938	132.387645993295	61.2407122453726
Gene_443	186.558860543568	259.741139308544	192.8226421271	194.80148410224	188.580963357355	267.57480427209
Gene_444	35.724037125364	22.4972640345983	22.2099378366294	28.531530499823	60.003033795522	23.5541200943741
Gene_445	112.133783199059	122.712349279627	107.011518667396	151.512265412853	166.67509387645	128.134413313395
Gene_446	138.926811043082	254.628124755226	475.494578229656	262.686849774232	161.912948337123	204.449762419167
Gene_447	233.19857567946	188.158935562095	193.832184756038	235.139165153713	162.865377444988	112.117611649221
Gene_448	82.3637522612559	209.63359668603	192.8226421271	201.688405257369	307.634601840533	141.324720566244
Gene_449	182.589523085194	280.193197521815	286.710106618306	422.069882221519	418.116378352923	409.841689642109
Gene_450	186.558860543568	301.66785864575	112.059231812085	357.136054187439	230.487844103434	242.136354570166
Gene_451	221.290563304338	219.859625792665	101.963805522708	281.379921481013	320.016180242784	239.309860158841
Gene_452	144.880817230643	146.232216224889	127.20237124615	283.347613239621	125.720642238237	163.936675856844
Gene_453	39.6933745837378	64.4239833718043	130.230999132963	58.0469068789502	39.0495934224826	65.9515362642474
Gene_454	106.179777011499	182.023318098114	346.27312172563	264.654541532841	331.445329537169	344.832318181636
Gene_455	133.965139220115	147.254819135553	144.364595938091	167.253799481721	149.531369934872	144.151214977569
Gene_456	361.209708712014	399.837738069452	258.442913008051	297.121455549881	232.392702319164	294.897583581563
Gene_457	331.439677774211	462.216515619929	386.654826883138	306.959914342923	238.107276966357	404.188700819459
Gene_458	178.62018562682	42.9493222478695	236.232975171421	109.206892602771	87.6234779236194	138.49822615492
Gene_459	169.689176345479	141.119201671571	66.6298135098881	125.932272550943	117.148780267448	102.695963611471
Gene_460	91.2947615425969	123.734952190291	162.536363258969	149.544573654245	192.390679788816	146.977709388894
Gene_461	209.382550929217	491.872000029172	250.366571976549	462.407563272993	308.587030948399	367.444273472236
Gene_462	67.4787367923542	118.621937636973	75.7156971703274	73.788440947818	23.8107276966357	77.257513909547
Gene_463	302.661981201001	608.448731844818	527.990794934416	455.520642117863	512.4068600316	440.933128166683
Gene_464	166.712173251699	186.113729740768	282.671936102556	165.286107723112	259.060717339396	186.548631147443
Gene_465	159.765832699545	217.814419971338	172.631789548346	115.109967878596	395.258079764153	174.300488698368
Gene_466	322.50866849287	227.01784616731	376.559400593761	352.216824790918	221.915982132645	173.358323894593
Gene_467	157.781163970358	268.944565504516	125.183285988275	170.205337119634	105.719630973063	226.119552905991
Gene_468	444.565795337863	510.278852421116	477.513663487531	361.071437704656	253.346142692204	167.705335071943
Gene_469	84.3484209904428	79.7630270317577	131.240541761901	172.173028878242	161.912948337123	80.0840083208719
Gene_470	533.875888151273	355.865812910919	566.353414834049	413.215269307781	474.309695716983	492.752192374306
Gene_471	69.4634055215411	110.441114351664	158.498192743219	109.206892602771	134.292504209025	92.3321507699464
Gene_472	452.504470254611	421.312399193387	275.605137699992	345.329903635788	525.740867541716	158.283687034194
Gene_473	94.2717646363773	63.4013804611407	136.288254906589	145.609190137028	74.2894704135034	134.72956693982
Gene_474	139.919145407676	139.073995850244	62.5916429941373	177.092258274763	69.5273248741762	124.365754098295
Gene_475	26.793027844023	84.8760415850755	46.4389609311341	53.127677482429	56.1933173640603	67.8358658717973
Gene_476	76.4097460736952	76.695218299767	89.8492939754552	43.2892186893866	51.4311718247331	69.7201954793473
Gene_477	231.213906950273	264.854153861862	124.173743359337	239.07454867093	170.484810307912	205.391927222942
Gene_478	192.512866731128	205.543185043376	143.355053309153	69.8530574306011	228.582985887703	80.0840083208719
Gene_479	231.213906950273	586.974070720883	207.965781561166	570.63060999646	360.970631880997	229.888212121091
Gene_480	110.149114469872	134.98358420759	183.736758466661	90.5138208959901	98.1001981101391	171.473994287043
Gene_481	154.804160876577	175.887700634132	165.564991145783	176.108412395459	271.442295741647	227.061717709766
Gene_482	106.179777011499	228.040449077974	156.479107485343	180.043795912676	141.911937071949	96.1008099850462
Gene_483	145.873151595236	313.939093573713	297.815075536621	122.98073491303	190.485821573086	131.903072528495
Gene_484	115.11078629284	114.531525994319	85.8111234597043	117.077659637205	41.9068807460788	103.638128415246
Gene_485	84.3484209904428	65.4465862824678	125.183285988275	110.190738482075	103.814772757332	70.6623602831222
Gene_486	77.4020804382887	78.7404241210941	84.8015808307667	73.788440947818	49.5263136090023	87.6213267510716
Gene_487	484.259169921601	400.860340980115	345.263579096693	514.551394876118	624.793494759721	370.27076788356
Gene_488	369.148383628761	482.6685738332	410.883849977643	399.441426997522	446.689251588886	336.352834947662
Gene_489	94.2717646363773	111.463717262328	165.564991145783	170.205337119634	107.624489188793	114.944106060545
Gene_490	153.811826511984	119.644540547637	145.374138567029	90.5138208959901	44.7641680696751	114.001941256771
Gene_491	467.389485723512	269.96716841518	168.593619032596	682.789040237143	410.49694549	500.289510804505
Gene_492	499.144185390503	371.204856570872	621.878259425622	413.215269307781	440.022247833828	436.222304147808
Gene_493	376.094724180916	590.041879452874	462.370524053466	443.714491566212	319.063751134918	395.709217585484
Gene_494	79.3867491674756	52.1527484438416	120.135572843586	73.788440947818	161.912948337123	120.597094883195
Gene_495	97.2487677301576	167.706877348824	124.173743359337	60.9984445168629	80.004045060696	74.4310194982221
Gene_496	268.922612804824	291.441829539115	236.232975171421	119.045351395813	128.577929561833	247.789343392815
Gene_497	333.424346503397	265.876756772526	209.984866819041	219.397631084846	222.86841124051	265.69047466454
Gene_498	139.919145407676	185.091126830104	128.211913875088	97.4007420511198	151.436228150603	115.88627086432
Gene_499	60.5323962402001	56.2431600864958	69.6584413967012	78.7076703443392	74.2894704135034	67.8358658717973
Gene_500	140.911479772269	151.345230778207	95.9065497490813	163.318415964504	123.815784022506	172.416159090818
Gene_501	355.255702524453	487.781588386518	428.046074669584	644.419050944278	1420.07179982735	240.252024962616
Gene_502	82.3637522612559	171.797288991478	120.135572843586	67.8853656719926	74.2894704135034	165.821005464393
Gene_503	166.712173251699	164.639068616833	185.755843724536	322.701448411791	231.440273211299	154.515027819094
Gene_504	433.650117327335	565.499409596949	577.458383752363	1271.12887606108	1817.23473780724	2137.77193976539
Gene_505	145.873151595236	47.0397338905238	135.278712277652	57.063060999646	154.293515474199	101.753798807696
Gene_506	303.654315565594	223.95003743532	255.414285121238	576.533685272285	596.220621523758	593.563826378227
Gene_507	691.657052121631	550.160365936995	295.795990278746	409.279885790564	591.458475984431	630.30825372545
Gene_508	270.90728153401	265.876756772526	319.015470744313	242.026086308843	254.298571800069	181.837807128568
Gene_509	490.213176109162	369.159650749545	203.927611045415	246.945315705364	160.960519229257	154.515027819094
Gene_510	281.822959544538	356.888415821582	191.813099498163	258.751466257015	155.245944582065	324.104692498587
Gene_511	380.064061639289	364.046636196227	298.824618165559	146.593036016332	196.200396220278	208.218421634267
Gene_512	376.094724180916	522.550087349079	625.916429941373	388.619122325175	617.174061896797	424.916326502508
Gene_513	354.26336815986	230.085654899301	149.412309082779	289.250688515447	563.838031856333	189.375125558768
Gene_514	240.144916231614	133.960981296926	106.001976038458	99.3684338097283	188.580963357355	52.7612290113979
Gene_515	164.727504522512	217.814419971338	174.650874806222	197.753021740152	173.342097631508	261.92181544944
Gene_516	235.183244408646	219.859625792665	296.805532907683	125.932272550943	196.200396220278	122.481424490745
Gene_517	81.3714178966625	77.7178212104305	85.8111234597043	103.303817326945	161.912948337123	152.630698211544
Gene_518	182.589523085194	199.407567579394	165.564991145783	165.286107723112	279.06172860457	130.018742920945
Gene_519	174.650848168446	190.204141383422	71.6775266545766	199.720713498761	177.15181406297	301.492737207988
Gene_520	224.267566398119	268.944565504516	133.259627019776	226.284552239975	247.631568045011	171.473994287043
Gene_521	480.289832463227	669.804906484632	615.821003651996	814.624388063911	621.936207436125	717.929580476522
Gene_522	145.873151595236	188.158935562095	136.288254906589	169.221491240329	207.629545514663	182.779971932343
Gene_523	576.546265828791	349.730195446938	450.256012506213	481.100634979774	660.033371750742	336.352834947662
Gene_524	271.899615898604	193.271950115413	238.252060429297	184.963025309197	286.681161467494	265.69047466454
Gene_525	198.466872918689	182.023318098114	229.166176768858	116.0938137579	134.292504209025	139.440390958695
Gene_526	63.5093993339805	181.00071518745	61.5821003651996	95.4330502925113	80.9564741685614	150.746368603994
Gene_527	143.88848286605	148.277422046216	213.013494705854	165.286107723112	198.105254436009	187.490795951218
Gene_528	213.351888387591	182.023318098114	164.555448516845	227.26839811928	125.720642238237	130.96090772472
Gene_529	122.057126844994	130.893172564936	108.021061296334	92.4815126545986	71.4321830899071	73.4888546944471
Gene_530	89.31009281341	58.2883659078229	77.7347824282028	241.042240429539	178.104243170835	124.365754098295
Gene_531	233.19857567946	136.006187118253	232.194804655671	398.457581118217	434.307673186635	441.875292970458
Gene_532	726.388754882401	625.832981326099	612.792375765183	462.407563272993	355.256057233805	671.763505091549
Gene_533	135.949807949302	111.463717262328	127.20237124615	140.689960740506	112.386634728121	166.763170268168
Gene_534	37.7087058545509	24.5424698559254	47.4485035600718	37.3861434135611	34.2874478831554	51.819064207623
Gene_535	52.5937213234526	80.7856299424212	37.3530772706948	70.8369033099053	60.003033795522	41.4552513660984
Gene_536	290.753968825879	122.712349279627	220.080293108418	226.284552239975	143.81679528768	317.509538872163
Gene_537	57.5553931464198	43.9719251585331	29.2767362391933	103.303817326945	127.625500453967	114.944106060545
Gene_538	251.060594242142	386.543900230826	424.007904153833	1146.18044938944	816.231745440672	681.185153129298
Gene_539	162.742835793325	287.35141789646	377.568943222699	242.026086308843	240.964564289953	177.126983109693
Gene_540	66.4864024277608	124.757555100954	126.192828617212	175.124566516155	184.771246925893	243.07851937394
Gene_541	67.4787367923542	100.215085245029	94.8970071201436	113.142276119988	79.0516159528305	91.3899859661714
Gene_542	169.689176345479	88.9664532277297	108.021061296334	101.336125568337	144.769224395545	133.787402136045
Gene_543	287.776965732099	192.249347204749	117.106944956773	246.945315705364	200.962541759605	293.013253974013
Gene_544	101.218105188531	47.0397338905238	33.314906754944	32.4669140170399	57.1457464719257	26.380614505699
Gene_545	435.634786056522	325.187725591012	568.372500091924	298.105301429185	289.53844879109	187.490795951218
Gene_546	125.034129938774	53.1753513545051	198.879897900727	623.758287478889	338.112333292227	281.707276328714
Gene_547	247.091256783768	340.526769250965	224.118463624169	171.189182998938	160.008090121392	320.336033283487
Gene_548	188.543529272755	253.605521844563	216.042122592667	228.252243998584	158.103231905661	182.779971932343
Gene_549	548.760903620175	548.115160115668	483.570919261157	352.216824790918	359.065773665266	341.063658966537
Gene_550	118.08778938662	183.045921008777	159.507735372156	190.866100585023	160.008090121392	164.878840660619
Gene_551	191.520532366535	103.28289397702	163.545905887907	475.197559703948	255.251000907935	311.856550049513
Gene_552	107.172111376092	70.5596008357856	101.963805522708	98.384587930424	82.8613323842922	77.257513909547
Gene_553	457.466142077578	523.572690259743	354.349462757132	365.006821221873	647.651793348491	304.319231619313
Gene_554	155.796495241171	174.865097723469	165.564991145783	160.366878326591	167.627522984315	218.582234475791
Gene_555	65.4940680631673	127.825363832945	103.982890780583	84.6107456201647	81.9089032764268	113.059776452996
Gene_556	95.2640990009707	191.226744294086	207.965781561166	104.287663206249	97.1477690022737	102.695963611471
Gene_557	29.7700309378033	26.5876756772526	23.2194804655671	19.6769175860848	24.7631568045011	18.8432960754993
Gene_558	114.118451928246	198.384964668731	85.8111234597043	100.352279689033	92.3856234629465	139.440390958695
Gene_559	7.93867491674756	15.3390436599534	12.1145115472524	8.85461291373816	7.61943286292342	8.47948323397467
Gene_560	188.543529272755	212.70140541802	281.662393473618	205.623788774586	250.488855368608	280.765111524939
Gene_561	517.998538317778	133.960981296926	284.691021360431	232.187627515801	276.204441280974	216.697904868241
Gene_562	84.3484209904428	42.9493222478695	80.7634103150159	116.0938137579	100.957485433735	179.011312717243
